School Name,State Name [Public School] Latest available year,State Abbr [Public School] Latest available year,School Name [Public School] 2015-16,County Name [Public School] 2015-16,Location City [Public School] 2015-16,Location State Abbr [Public School] 2015-16,School Type [Public School] 2015-16,Charter School [Public School] 2015-16,Magnet School [Public School] 2015-16,School Level Code [Public School] 2015-16,Total Students All Grades (Excludes AE) [Public School] 2015-16,Total Students All Grades (Includes AE) [Public School] 2015-16,Asian or Asian/Pacific Islander Students [Public School] 2015-16,Black Students [Public School] 2015-16,White Students [Public School] 2015-16,Total Race/Ethnicity [Public School] 2015-16,Male Students [Public School] 2015-16,Female Students [Public School] 2015-16,State Name [Public School] 2015-16,Full-Time Equivalent (FTE) Teachers [Public School] 2015-16,Pupil/Teacher Ratio [Public School] 2015-16
TANEYTOWN ELEMENTARY,Maryland,MD ,Taneytown Elementary,Carroll County,TANEYTOWN,MD ,1-Regular school,2-No,2-No,1-Primary,413,413,3,13,360,413,224,189,MARYLAND,43.3,9.54
TANGLEWOOD REGIONAL CENTER,Maryland,MD ,Tanglewood Regional Center,Prince George's County,CLINTON,MD ,2-Special education school,2-No,2-No,1-Primary,38,38,0,32,2,38,23,15,MARYLAND,7,5.43
TAYAC ELEMENTARY,Maryland,MD ,Tayac Elementary,Prince George's County,FORT WASHINGTON,MD ,1-Regular school,2-No,2-No,1-Primary,359,359,8,274,10,359,187,172,MARYLAND,21.34,16.82
TEMPLETON ELEMENTARY,Maryland,MD ,Templeton Elementary,Prince George's County,RIVERDALE,MD ,1-Regular school,2-No,2-No,1-Primary,796,796,79,184,61,796,387,409,MARYLAND,52.9,15.05
TENCH TILGHMAN ELEMENTARY,Maryland,MD ,Tench Tilghman Elementary,Baltimore city,BALTIMORE,MD ,1-Regular school,2-No,2-No,1-Primary,427,427,3,407,3,427,202,225,MARYLAND,24,17.79
THE CROSSROADS SCHOOL,Maryland,MD ,The Crossroads School,Baltimore city,BALTIMORE,MD ,1-Regular school,1-Yes,2-No,2-Middle,162,162,0,143,3,162,80,82,MARYLAND,15,10.8
THE GREEN SCHOOL,Maryland,MD ,The Green School,Baltimore city,BALTIMORE,MD ,1-Regular school,1-Yes,2-No,1-Primary,150,150,1,62,66,150,69,81,MARYLAND,12.1,12.4
THE HISTORIC SAMUEL COLERIDGE-TAYLOR ELEMENTARY,Maryland,MD ,The Historic Samuel Coleridge-Taylor Elementary,Baltimore city,BALTIMORE,MD ,1-Regular school,2-No,2-No,1-Primary,390,390,0,377,2,390,188,202,MARYLAND,26.5,14.72
THE MOUNT WASHINGTON SCHOOL,Maryland,MD ,The Mount Washington School,Baltimore city,BALTIMORE,MD ,1-Regular school,2-No,2-No,1-Primary,614,614,18,393,165,614,303,311,MARYLAND,29.8,20.6
THE REACH! PARTNERSHIP SCHOOL,Maryland,MD ,The Reach! Partnership School,Baltimore city,BALTIMORE,MD ,1-Regular school,2-No,2-No,3-High,619,619,1,608,6,619,339,280,MARYLAND,43,14.4
THE SEED SCHOOL OF MARYLAND,Maryland,MD ,The Seed School of Maryland,Baltimore city,BALTIMORE,MD ,1-Regular school,2-No,2-No,4-Other,405,405,0,378,4,405,193,212,MARYLAND,39,10.38
THEODORE G. DAVIS MIDDLE SCHOOL,Maryland,MD ,Theodore G. Davis Middle School,Charles County,WALDORF,MD ,1-Regular school,2-No,2-No,2-Middle,829,829,27,573,102,829,427,402,MARYLAND,60.52,13.7
THOMAS CLAGGETT ELEMENTARY,Maryland,MD ,Thomas Claggett Elementary,Prince George's County,DISTRICT HEIGHTS,MD ,1-Regular school,2-No,†,†,†,†,†,†,†,0,†,†,MARYLAND,†,†
THOMAS EDISON HIGH SCHOOL OF TECHNOLOGY,Maryland,MD ,Thomas Edison High School of Technology,Montgomery County,SILVER SPRING,MD ,3-Vocational school,2-No,2-No,†,†,†,†,†,†,0,†,†,MARYLAND,23.5,†
THOMAS G. PULLEN SCHOOL,Maryland,MD ,Thomas G. Pullen School,Prince George's County,LANDOVER,MD ,1-Regular school,2-No,1-Yes,1-Primary,745,745,9,659,18,745,312,433,MARYLAND,53.5,13.93
THOMAS JEFFERSON ELEMENTARY,Maryland,MD ,Thomas Jefferson Elementary,Baltimore city,BALTIMORE,MD ,1-Regular school,2-No,2-No,1-Primary,492,492,0,474,8,492,263,229,MARYLAND,27.5,17.89
THOMAS JOHNSON ELEMENTARY,Maryland,MD ,Thomas Johnson Elementary,Baltimore city,BALTIMORE,MD ,1-Regular school,2-No,2-No,1-Primary,554,554,11,116,381,554,287,267,MARYLAND,29.5,18.78
THOMAS JOHNSON MIDDLE,Maryland,MD ,Thomas Johnson Middle,Prince George's County,LANHAM,MD ,1-Regular school,2-No,2-No,2-Middle,1071,1071,35,548,20,1071,548,523,MARYLAND,74,14.47
THOMAS S. STONE ELEMENTARY,Maryland,MD ,Thomas S. Stone Elementary,Prince George's County,MT RAINIER,MD ,1-Regular school,2-No,2-No,1-Primary,740,740,3,180,24,740,384,356,MARYLAND,62.8,11.78
THOMAS S. WOOTTON HIGH,Maryland,MD ,Thomas S. Wootton High,Montgomery County,ROCKVILLE,MD ,1-Regular school,2-No,2-No,3-High,2206,2206,784,145,1019,2206,1109,1097,MARYLAND,115.8,19.05
THOMAS STONE HIGH SCHOOL,Maryland,MD ,Thomas Stone High School,Charles County,WALDORF,MD ,1-Regular school,2-No,2-No,3-High,1204,1204,8,795,241,1204,635,569,MARYLAND,88,13.68
THOMAS VIADUCT,MARYLAND,MD ,Thomas Viaduct,Howard County,HANOVER,MD ,1-Regular school,2-No,2-No,2-Middle,601,601,77,260,117,601,304,297,MARYLAND,41.2,14.59
THOMAS W. PYLE MIDDLE SCHOOL,Maryland,MD ,Thomas W. Pyle Middle School,Montgomery County,BETHESDA,MD ,1-Regular school,2-No,2-No,2-Middle,1516,1516,170,34,1093,1516,777,739,MARYLAND,88.74,17.08
THOMSON ESTATES ELEMENTARY,Maryland,MD ,Thomson Estates Elementary,Cecil County,ELKTON,MD ,1-Regular school,2-No,2-No,1-Primary,456,456,9,118,217,456,242,214,MARYLAND,33,13.82
THUNDER HILL ELEMENTARY,Maryland,MD ,Thunder Hill Elementary,Howard County,COLUMBIA,MD ,1-Regular school,2-No,2-No,1-Primary,559,559,87,133,238,559,291,268,MARYLAND,43,13
THURGOOD MARSHALL ELEMENTARY,Maryland,MD ,Thurgood Marshall Elementary,Montgomery County,GAITHERSBURG,MD ,1-Regular school,2-No,2-No,1-Primary,664,664,121,108,212,664,355,309,MARYLAND,39,17.03
THURGOOD MARSHALL MIDDLE SCHOOL,Maryland,MD ,Thurgood Marshall Middle School,Prince George's County,TEMPLE HILLS,MD ,1-Regular school,2-No,2-No,2-Middle,545,545,10,450,6,545,289,256,MARYLAND,46.5,11.72
THURMONT ELEMENTARY,Maryland,MD ,Thurmont Elementary,Frederick County,THURMONT,MD ,1-Regular school,2-No,2-No,1-Primary,333,333,3,4,297,333,177,156,MARYLAND,20.6,16.17
THURMONT MIDDLE,Maryland,MD ,Thurmont Middle,Frederick County,THURMONT,MD ,1-Regular school,2-No,2-No,2-Middle,544,544,2,5,497,544,283,261,MARYLAND,36,15.11
THURMONT PRIMARY,Maryland,MD ,Thurmont Primary,Frederick County,THURMONT,MD ,1-Regular school,2-No,2-No,1-Primary,373,373,0,1,333,373,197,176,MARYLAND,21.9,17.03
TILDEN MIDDLE SCHOOL,Maryland,MD ,Tilden Middle School,Montgomery County,ROCKVILLE,MD ,1-Regular school,2-No,2-No,2-Middle,850,850,150,63,416,850,469,381,MARYLAND,54.6,15.57
TILGHMAN ELEMENTARY,Maryland,MD ,Tilghman Elementary,Talbot County,TILGHMAN,MD ,1-Regular school,2-No,2-No,1-Primary,82,82,0,1,66,82,47,35,MARYLAND,8.7,9.43
TIMBER GROVE ELEMENTARY,Maryland,MD ,Timber Grove Elementary,Baltimore County,OWINGS MILLS,MD ,1-Regular school,2-No,2-No,1-Primary,636,636,35,342,124,636,317,319,MARYLAND,36.2,17.57
TIMONIUM ELEMENTARY,Maryland,MD ,Timonium Elementary,Baltimore County,TIMONIUM,MD ,1-Regular school,2-No,2-No,1-Primary,432,432,56,27,303,432,235,197,MARYLAND,28.5,15.16
TOWN CREEK ELEMENTARY,Maryland,MD ,Town Creek Elementary,St. Mary's County,LEXINGTON PARK,MD ,1-Regular school,2-No,2-No,1-Primary,230,230,2,39,144,230,122,108,MARYLAND,15.8,14.56
TOWSON HIGH LAW & PUBLIC POLICY,Maryland,MD ,Towson High Law & Public Policy,Baltimore County,TOWSON,MD ,1-Regular school,2-No,1-Yes,3-High,1482,1482,150,292,909,1482,735,747,MARYLAND,84.6,17.52
TRACEYS ELEMENTARY,Maryland,MD ,Traceys Elementary,Anne Arundel County,TRACEYS LANDING,MD ,1-Regular school,2-No,2-No,1-Primary,375,375,0,20,283,375,183,192,MARYLAND,26.2,14.31
TRAVILAH ELEMENTARY,Maryland,MD ,Travilah Elementary,Montgomery County,NORTH POTOMAC,MD ,1-Regular school,2-No,2-No,1-Primary,390,390,178,21,150,390,182,208,MARYLAND,22.41,17.4
TRIADELPHIA RIDGE ELEMENTARY,Maryland,MD ,Triadelphia Ridge Elementary,Howard County,ELLICOTT CITY,MD ,1-Regular school,2-No,2-No,1-Primary,528,528,155,28,274,528,274,254,MARYLAND,34,15.53
TULIP GROVE ELEMENTARY,Maryland,MD ,Tulip Grove Elementary,Prince George's County,BOWIE,MD ,1-Regular school,2-No,2-No,1-Primary,385,385,17,192,133,385,191,194,MARYLAND,24.98,15.41
TUNBRIDGE PUBLIC CHARTER SCHOOL,Maryland,MD ,Tunbridge Public Charter School,Baltimore city,BALTIMORE,MD ,1-Regular school,1-Yes,2-No,1-Primary,475,475,1,401,58,475,229,246,MARYLAND,27.9,17.03
TURNING POINT ACADEMY PUBLIC CHARTER,Maryland,MD ,Turning Point Academy Public Charter,Prince George's County,LANHAM,MD ,1-Regular school,1-Yes,2-No,1-Primary,642,642,7,589,6,642,340,302,MARYLAND,37.6,17.07
TUSCARORA ELEMENTARY,Maryland,MD ,Tuscarora Elementary,Frederick County,FREDERICK,MD ,1-Regular school,2-No,2-No,1-Primary,776,776,56,158,365,776,395,381,MARYLAND,48.5,16
TUSCARORA HIGH,Maryland,MD ,Tuscarora High,Frederick County,FREDERICK,MD ,1-Regular school,2-No,2-No,3-High,1453,1453,101,274,737,1453,747,706,MARYLAND,82,17.72
TWIN RIDGE ELEMENTARY,Maryland,MD ,Twin Ridge Elementary,Frederick County,MT AIRY,MD ,1-Regular school,2-No,2-No,1-Primary,530,530,4,15,458,530,266,264,MARYLAND,31.2,16.99
TWINBROOK ELEMENTARY,Maryland,MD ,Twinbrook Elementary,Montgomery County,ROCKVILLE,MD ,1-Regular school,2-No,2-No,1-Primary,547,547,71,51,71,547,288,259,MARYLAND,40.8,13.41
TYLER HEIGHTS ELEMENTARY,Maryland,MD ,Tyler Heights Elementary,Anne Arundel County,ANNAPOLIS,MD ,1-Regular school,2-No,2-No,1-Primary,593,593,2,130,22,593,314,279,MARYLAND,49.8,11.91
UNIVERSITY PARK ELEMENTARY,Maryland,MD ,University Park Elementary,Prince George's County,HYATTSVILLE,MD ,1-Regular school,2-No,2-No,1-Primary,569,569,33,162,160,569,309,260,MARYLAND,36.46,15.61
URBANA ELEMENTARY,Maryland,MD ,Urbana Elementary,Frederick County,FREDERICK,MD ,1-Regular school,2-No,1-Yes,1-Primary,700,700,127,42,424,700,360,340,MARYLAND,42,16.67
URBANA HIGH,Maryland,MD ,Urbana High,Frederick County,IJAMSVILLE,MD ,1-Regular school,2-No,2-No,3-High,1651,1651,199,87,1109,1651,822,829,MARYLAND,83.5,19.77
URBANA MIDDLE,Maryland,MD ,Urbana Middle,Frederick County,IJAMSVILLE,MD ,1-Regular school,2-No,2-No,2-Middle,843,843,150,65,484,843,422,421,MARYLAND,45,18.73
VALLEY ELEMENTARY,Maryland,MD ,Valley Elementary,Frederick County,JEFFERSON,MD ,1-Regular school,2-No,2-No,1-Primary,400,400,3,8,304,400,192,208,MARYLAND,25.7,15.56
VALLEY VIEW ELEMENTARY,Maryland,MD ,Valley View Elementary,Prince George's County,OXON HILL,MD ,1-Regular school,2-No,1-Yes,1-Primary,510,510,15,311,11,510,253,257,MARYLAND,30.54,16.7
VAN BOKKELEN ELEMENTARY,Maryland,MD ,Van Bokkelen Elementary,Anne Arundel County,SEVERN,MD ,1-Regular school,2-No,2-No,1-Primary,473,473,3,344,15,473,221,252,MARYLAND,36.9,12.82
VANGUARD COLLEGIATE MIDDLE SCHOOL,Maryland,MD ,Vanguard Collegiate Middle School,Baltimore city,BALTIMORE,MD ,1-Regular school,2-No,2-No,2-Middle,480,480,16,436,7,480,263,217,MARYLAND,34,14.12
VANSVILLE ELEMENTARY,Maryland,MD ,Vansville Elementary,Prince George's County,BELTSVILLE,MD ,1-Regular school,2-No,2-No,1-Primary,778,778,93,469,36,778,408,370,MARYLAND,47.36,16.43
VETERANS ELEMENTARY,Maryland,MD ,Veterans Elementary,Howard County,ELLICOTT CITY,MD ,1-Regular school,2-No,2-No,1-Primary,912,912,439,123,281,912,476,436,MARYLAND,67.5,13.51
VICTORY VILLA ELEMENTARY,Maryland,MD ,Victory Villa Elementary,Baltimore County,BALTIMORE,MD ,1-Regular school,2-No,2-No,1-Primary,458,458,22,151,192,458,222,236,MARYLAND,28.3,16.18
VIENNA ELEMENTARY SCHOOL,Maryland,MD ,Vienna Elementary School,Dorchester County,VIENNA,MD ,1-Regular school,2-No,2-No,1-Primary,197,197,0,52,118,197,103,94,MARYLAND,15,13.13
VIERS MILL ELEMENTARY,Maryland,MD ,Viers Mill Elementary,Montgomery County,SILVER SPRING,MD ,1-Regular school,2-No,2-No,1-Primary,684,684,61,69,113,684,349,335,MARYLAND,57.3,11.94
VILLA CRESTA ELEMENTARY,Maryland,MD ,Villa Cresta Elementary,Baltimore County,BALTIMORE,MD ,1-Regular school,2-No,2-No,1-Primary,693,693,23,141,463,693,354,339,MARYLAND,45.4,15.26
VINCENT FARM ELEMENTARY,Maryland,MD ,Vincent Farm Elementary,Baltimore County,WHITE MARSH,MD ,1-Regular school,2-No,2-No,1-Primary,846,846,92,224,432,846,436,410,MARYLAND,50.7,16.69
VIOLETVILLE ELEMENTARY/MIDDLE,Maryland,MD ,Violetville Elementary/Middle,Baltimore city,BALTIMORE,MD ,1-Regular school,2-No,2-No,1-Primary,452,452,22,210,176,452,242,210,MARYLAND,26,17.38
VIVIEN T. THOMAS MEDICAL ARTS ACADEMY,Maryland,MD ,Vivien T. Thomas Medical Arts Academy,Baltimore city,BALTIMORE,MD ,3-Vocational school,2-No,2-No,3-High,397,397,0,374,15,397,50,347,MARYLAND,26,15.27
W.E.B. DUBOIS HIGH,Maryland,MD ,W.E.B. DuBois High,Baltimore city,BALTIMORE,MD ,1-Regular school,2-No,†,†,†,†,†,†,†,0,†,†,MARYLAND,†,†
WALDON WOODS ELEMENTARY,Maryland,MD ,Waldon Woods Elementary,Prince George's County,CLINTON,MD ,1-Regular school,2-No,2-No,1-Primary,608,608,20,514,18,608,307,301,MARYLAND,31.94,19.04
WALKER MILL MIDDLE,Maryland,MD ,Walker Mill Middle,Prince George's County,CAPITOL HEIGHTS,MD ,1-Regular school,2-No,1-Yes,2-Middle,742,742,5,669,5,742,379,363,MARYLAND,49.5,14.99
WALKERSVILLE ELEMENTARY,Maryland,MD ,Walkersville Elementary,Frederick County,WALKERSVILLE,MD ,1-Regular school,2-No,2-No,1-Primary,686,686,22,138,396,686,346,340,MARYLAND,40.9,16.77
WALKERSVILLE HIGH,Maryland,MD ,Walkersville High,Frederick County,WALKERSVILLE,MD ,1-Regular school,2-No,2-No,3-High,1070,1070,25,124,761,1070,532,538,MARYLAND,61,17.54
WALKERSVILLE MIDDLE,Maryland,MD ,Walkersville Middle,Frederick County,WALKERSVILLE,MD ,1-Regular school,2-No,2-No,2-Middle,812,812,32,95,561,812,418,394,MARYLAND,47.4,17.13
WALT WHITMAN HIGH,Maryland,MD ,Walt Whitman High,Montgomery County,BETHESDA,MD ,1-Regular school,2-No,2-No,3-High,1977,1977,260,62,1365,1977,979,998,MARYLAND,112.3,17.6
WALTER J. MITCHELL ELEMENTARY,Maryland,MD ,Walter J. Mitchell Elementary,Charles County,LA PLATA,MD ,1-Regular school,2-No,2-No,1-Primary,674,674,16,112,458,674,342,332,MARYLAND,36.73,18.35
WALTER JOHNSON HIGH,Maryland,MD ,Walter Johnson High,Montgomery County,BETHESDA,MD ,1-Regular school,2-No,2-No,3-High,2289,2289,253,222,1279,2289,1183,1106,MARYLAND,125.45,18.25
WALTER P. CARTER ELEMENTARY,Maryland,MD ,Walter P. Carter Elementary,Baltimore city,BALTIMORE,MD ,1-Regular school,2-No,2-No,1-Primary,334,334,0,321,5,334,167,167,MARYLAND,21,15.9
WALTER S. MILLS - PAROLE ELEMENTARY,Maryland,MD ,Walter S. Mills - Parole Elementary,Anne Arundel County,ANNAPOLIS,MD ,1-Regular school,2-No,2-No,1-Primary,632,632,6,229,13,632,337,295,MARYLAND,50,12.64
WARREN ELEMENTARY,Maryland,MD ,Warren Elementary,Baltimore County,COCKEYSVILLE,MD ,1-Regular school,2-No,2-No,1-Primary,431,431,26,161,145,431,217,214,MARYLAND,25.4,16.97
WARWICK ELEMENTARY SCHOOL,Maryland,MD ,Warwick Elementary School,Dorchester County,SECRETARY,MD ,1-Regular school,2-No,2-No,1-Primary,344,344,3,27,259,344,176,168,MARYLAND,23,14.96
WASHINGTON ACADEMY AND HIGH SCHOOL,Maryland,MD ,Washington Academy and High School,Somerset County,PRINCESS ANNE,MD ,1-Regular school,2-No,2-No,3-High,592,592,8,300,222,592,300,292,MARYLAND,35.37,16.74
WASHINGTON COUNTY JOB DEVELOPMENT CENTER,Maryland,MD ,Washington County Job Development Center,Washington County,HAGERSTOWN,MD ,2-Special education school,2-No,2-No,3-High,33,33,0,7,22,33,20,13,MARYLAND,7,4.71
WASHINGTON COUNTY TECHNICAL HIGH,Maryland,MD ,Washington County Technical High,Washington County,HAGERSTOWN,MD ,3-Vocational school,2-No,2-No,3-High,544,544,7,49,434,544,265,279,MARYLAND,36.46,14.92
WASHINGTON GROVE ELEMENTARY,Maryland,MD ,Washington Grove Elementary,Montgomery County,GAITHERSBURG,MD ,1-Regular school,2-No,2-No,1-Primary,444,444,40,98,51,444,250,194,MARYLAND,39.5,11.24
WASHINGTON MIDDLE,Maryland,MD ,Washington Middle,Allegany County,CUMBERLAND,MD ,1-Regular school,2-No,2-No,2-Middle,622,622,1,32,534,622,315,307,MARYLAND,47.96,12.97
WATERLOO ELEMENTARY,Maryland,MD ,Waterloo Elementary,Howard County,COLUMBIA,MD ,1-Regular school,2-No,2-No,1-Primary,628,628,117,180,235,628,344,284,MARYLAND,52.5,11.96
WATERS LANDING ELEMENTARY,Maryland,MD ,Waters Landing Elementary,Montgomery County,GERMANTOWN,MD ,1-Regular school,2-No,2-No,1-Primary,706,706,38,267,104,706,350,356,MARYLAND,51.2,13.79
WATKINS MILL ELEMENTARY,Maryland,MD ,Watkins Mill Elementary,Montgomery County,MONTGOMERY VILLAGE,MD ,1-Regular school,2-No,2-No,1-Primary,672,672,57,225,31,672,350,322,MARYLAND,52.7,12.75
WATKINS MILL HIGH,Maryland,MD ,Watkins Mill High,Montgomery County,GAITHERSBURG,MD ,1-Regular school,2-No,2-No,3-High,1524,1524,132,481,178,1524,843,681,MARYLAND,96.6,15.78
WAUGH CHAPEL ELEMENTARY,Maryland,MD ,Waugh Chapel Elementary,Anne Arundel County,ODENTON,MD ,1-Regular school,2-No,2-No,1-Primary,591,591,48,119,326,591,304,287,MARYLAND,35.3,16.74
WAVERLEY ELEMENTARY,Maryland,MD ,Waverley Elementary,Frederick County,FREDERICK,MD ,1-Regular school,2-No,2-No,1-Primary,613,613,34,115,60,613,308,305,MARYLAND,47.81,12.82
WAVERLY ELEMENTARY,Maryland,MD ,Waverly Elementary,Baltimore city,BALTIMORE,MD ,1-Regular school,2-No,2-No,1-Primary,714,714,2,659,16,714,327,387,MARYLAND,41,17.41
WAVERLY ELEMENTARY,Maryland,MD ,Waverly Elementary,Howard County,ELLICOTT CITY,MD ,1-Regular school,2-No,2-No,1-Primary,775,775,288,40,393,775,410,365,MARYLAND,57.6,13.45
WAYSIDE ELEMENTARY,Maryland,MD ,Wayside Elementary,Montgomery County,BETHESDA,MD ,1-Regular school,2-No,2-No,1-Primary,526,526,204,36,221,526,278,248,MARYLAND,30.1,17.48
WELLER ROAD ELEMENTARY,Maryland,MD ,Weller Road Elementary,Montgomery County,SILVER SPRING,MD ,1-Regular school,2-No,2-No,1-Primary,710,710,67,68,28,710,352,358,MARYLAND,49.4,14.37
WELLWOOD INTERNATIONAL ELEMENTARY,Maryland,MD ,Wellwood International Elementary,Baltimore County,PIKESVILLE,MD ,1-Regular school,2-No,1-Yes,1-Primary,493,493,88,300,69,493,258,235,MARYLAND,32.1,15.36
WEST ANNAPOLIS ELEMENTARY AT ANNAPOLIS MIDDLE,Maryland,MD ,West Annapolis Elementary at Annapolis Middle,Anne Arundel County,ANNAPOLIS,MD ,1-Regular school,2-No,2-No,1-Primary,165,165,1,23,122,165,83,82,MARYLAND,15.5,10.65
WEST FREDERICK MIDDLE,Maryland,MD ,West Frederick Middle,Frederick County,FREDERICK,MD ,1-Regular school,2-No,2-No,2-Middle,860,860,71,192,253,860,455,405,MARYLAND,58,14.83
WEST FRIENDSHIP ELEMENTARY,Maryland,MD ,West Friendship Elementary,Howard County,WEST FRIENDSHIP,MD ,1-Regular school,2-No,2-No,1-Primary,312,312,63,12,209,312,161,151,MARYLAND,27,11.56
WEST MEADE EARLY EDUCATION CENTER,Maryland,MD ,West Meade Early Education Center,Anne Arundel County,FT MEADE,MD ,1-Regular school,2-No,2-No,1-Primary,319,319,6,37,171,319,170,149,MARYLAND,20.2,15.79
WEST SALISBURY ELEMENTARY,Maryland,MD ,West Salisbury Elementary,Wicomico County,SALISBURY,MD ,1-Regular school,2-No,2-No,1-Primary,314,314,15,161,57,314,171,143,MARYLAND,20,15.7
WEST SIDE ELEMENTARY,Maryland,MD ,West Side Elementary,Allegany County,CUMBERLAND,MD ,1-Regular school,2-No,2-No,1-Primary,397,397,3,13,314,397,195,202,MARYLAND,23.4,16.97
WEST TOWSON ELEMENTARY,Maryland,MD ,West Towson Elementary,Baltimore County,BALTIMORE,MD ,1-Regular school,2-No,2-No,1-Primary,501,501,41,20,385,501,248,253,MARYLAND,28.6,17.52
WESTBROOK ELEMENTARY,Maryland,MD ,Westbrook Elementary,Montgomery County,BETHESDA,MD ,1-Regular school,2-No,2-No,1-Primary,437,437,17,13,331,437,230,207,MARYLAND,28.6,15.28
WESTCHESTER ELEMENTARY,Maryland,MD ,Westchester Elementary,Baltimore County,BALTIMORE,MD ,1-Regular school,2-No,2-No,1-Primary,572,572,61,53,378,572,294,278,MARYLAND,32.5,17.6
WESTERN HEIGHTS MIDDLE,Maryland,MD ,Western Heights Middle,Washington County,HAGERSTOWN,MD ,1-Regular school,2-No,2-No,2-Middle,740,740,8,147,407,740,384,356,MARYLAND,47.5,15.58
WESTERN HIGH,Maryland,MD ,Western High,Baltimore city,BALTIMORE,MD ,1-Regular school,2-No,2-No,3-High,1034,1034,22,916,62,1034,0,1034,MARYLAND,58.5,17.68
WESTERN SCHOOL OF TECHNOLOGY & ENV. SCIENCE,Maryland,MD ,Western School of Technology & Env. Science,Baltimore County,BALTIMORE,MD ,3-Vocational school,2-No,1-Yes,3-High,923,923,115,640,114,923,446,477,MARYLAND,60.7,15.21
WESTERNPORT ELEMENTARY,Maryland,MD ,Westernport Elementary,Allegany County,WESTERNPORT,MD ,1-Regular school,2-No,2-No,1-Primary,273,273,0,0,258,273,150,123,MARYLAND,18.6,14.68
WESTLAKE HIGH SCHOOL,Maryland,MD ,Westlake High School,Charles County,WALDORF,MD ,1-Regular school,2-No,2-No,3-High,1116,1116,47,865,93,1116,564,552,MARYLAND,82,13.61
WESTLAND MIDDLE,Maryland,MD ,Westland Middle,Montgomery County,BETHESDA,MD ,1-Regular school,2-No,2-No,2-Middle,1260,1260,69,132,812,1260,648,612,MARYLAND,74.4,16.94
WESTMAR MIDDLE,Maryland,MD ,Westmar Middle,Allegany County,LONACONING,MD ,1-Regular school,2-No,2-No,2-Middle,282,282,0,2,277,282,147,135,MARYLAND,25.26,11.16
WESTMINSTER EAST MIDDLE,Maryland,MD ,Westminster East Middle,Carroll County,WESTMINSTER,MD ,1-Regular school,2-No,2-No,2-Middle,710,710,26,36,573,710,358,352,MARYLAND,49,14.49
WESTMINSTER ELEMENTARY,Maryland,MD ,Westminster Elementary,Carroll County,WESTMINSTER,MD ,1-Regular school,2-No,2-No,1-Primary,476,476,21,22,358,476,233,243,MARYLAND,33.9,14.04
WESTMINSTER HIGH,Maryland,MD ,Westminster High,Carroll County,WESTMINSTER,MD ,1-Regular school,2-No,2-No,3-High,1512,1512,42,78,1316,1512,790,722,MARYLAND,90.84,16.64
WESTMINSTER WEST MIDDLE,Maryland,MD ,Westminster West Middle,Carroll County,WESTMINSTER,MD ,1-Regular school,2-No,2-No,2-Middle,1017,1017,21,50,849,1017,500,517,MARYLAND,61,16.67
WESTOVER ELEMENTARY,Maryland,MD ,Westover Elementary,Montgomery County,SILVER SPRING,MD ,1-Regular school,2-No,2-No,1-Primary,305,305,47,117,70,305,170,135,MARYLAND,21.73,14.04
WESTOWNE ELEMENTARY,Maryland,MD ,Westowne Elementary,Baltimore County,CATONSVILLE,MD ,1-Regular school,2-No,2-No,1-Primary,599,599,54,207,274,599,317,282,MARYLAND,37.2,16.1
WESTPORT ACADEMY,Maryland,MD ,Westport Academy,Baltimore city,BALTIMORE,MD ,1-Regular school,2-No,2-No,1-Primary,352,352,1,335,7,352,206,146,MARYLAND,24.5,14.37
WESTSIDE ELEMENTARY,Maryland,MD ,Westside Elementary,Baltimore city,BALTIMORE,MD ,1-Regular school,2-No,2-No,1-Primary,287,287,0,274,2,287,131,156,MARYLAND,16.5,17.39
WESTSIDE INTERMEDIATE,Maryland,MD ,Westside Intermediate,Wicomico County,HEBRON,MD ,1-Regular school,2-No,2-No,1-Primary,406,406,8,81,264,406,220,186,MARYLAND,29,14
WESTSIDE PRIMARY,Maryland,MD ,Westside Primary,Wicomico County,QUANTICO,MD ,1-Regular school,2-No,2-No,1-Primary,252,252,3,42,164,252,131,121,MARYLAND,14,18
WHEATON HIGH,Maryland,MD ,Wheaton High,Montgomery County,SILVER SPRING,MD ,1-Regular school,2-No,2-No,3-High,1554,1554,188,410,130,1554,920,634,MARYLAND,96,16.19
WHEATON WOODS ELEMENTARY,Maryland,MD ,Wheaton Woods Elementary,Montgomery County,ROCKVILLE,MD ,1-Regular school,2-No,2-No,1-Primary,532,532,43,148,24,532,259,273,MARYLAND,42.1,12.64
WHETSTONE ELEMENTARY,Maryland,MD ,Whetstone Elementary,Montgomery County,GAITHERSBURG,MD ,1-Regular school,2-No,2-No,1-Primary,788,788,65,205,74,788,409,379,MARYLAND,57.2,13.78
WHITE MARSH ELEMENTARY,Maryland,MD ,White Marsh Elementary,Talbot County,TRAPPE,MD ,1-Regular school,2-No,2-No,1-Primary,364,364,10,64,243,364,174,190,MARYLAND,25.66,14.19
WHITE MARSH ELEMENTARY,Maryland,MD ,White Marsh Elementary,St. Mary's County,MECHANICSVILLE,MD ,1-Regular school,2-No,2-No,1-Primary,244,244,5,11,203,244,129,115,MARYLAND,14.4,16.94
WHITE OAK MIDDLE,Maryland,MD ,White Oak Middle,Montgomery County,SILVER SPRING,MD ,1-Regular school,2-No,2-No,2-Middle,760,760,82,238,72,760,409,351,MARYLAND,54.6,13.92
